occupancy_rate,day_of_week,meal_period,hour,week_of_year,weather,temperature_f,patio_open,local_event,reservation_count,staff_count,discount_percent
0.9187,Thursday,Dinner,18.94,51,Cloudy,55.8,No,No,17.0,9,20
0.2422,Thursday,Lunch,13.1,48,Rain,51.1,No,No,13.0,7,0
0.7829,Thursday,Lunch,13.12,43,Clear,64.8,Yes,Yes,22.0,5,0
0.7709,Saturday,Lunch,13.47,9,Rain,57.4,No,Yes,28.0,7,15
0.9582,Sunday,Dinner,20.23,10,Clear,43.5,No,No,25.0,9,30
0.575,Wednesday,Lunch,13.01,31,Cloudy,81.7,Yes,No,10.0,5,0
0.5387,Saturday,Dinner,20.12,9,Rain,51.5,No,No,20.0,9,0
0.7708,Saturday,Lunch,12.29,27,Heat,92.7,Yes,Yes,19.0,8,0
0.983,Saturday,Dinner,20.04,30,Cloudy,78.1,Yes,No,20.0,9,25
0.4737,Wednesday,Lunch,13.09,9,Clear,46.4,No,No,11.0,5,0
0.3846,Friday,Lunch,12.46,52,Cloudy,44.9,No,No,10.0,4,0
0.3211,Friday,Lunch,12.92,34,Heat,76.2,No,No,5.0,5,0
0.6948,Sunday,Lunch,11.65,50,Clear,46.2,No,No,17.0,6,15
0.6489,Tuesday,Lunch,13.33,17,Cloudy,62.0,Yes,No,13.0,7,0
0.9418,Friday,Lunch,12.55,19,Clear,76.6,Yes,No,15.0,6,0
0.6428,Saturday,Dinner,17.71,45,Clear,50.6,No,No,27.0,8,0
0.8125,Tuesday,Dinner,18.16,38,Cloudy,65.9,No,Yes,25.0,9,0
0.6716,Friday,Dinner,18.04,50,Cloudy,36.2,No,No,16.0,8,0
0.9243,Saturday,Dinner,18.56,9,Rain,46.8,No,No,25.0,9,30
0.6641,Saturday,Dinner,20.57,5,Clear,46.2,No,No,19.0,9,0
0.3685,Saturday,Brunch,10.59,11,Rain,50.4,No,No,17.0,8,0
0.3584,Saturday,Lunch,12.43,44,Rain,65.3,No,No,14.0,7,0
0.7947,Wednesday,Lunch,12.21,2,Cloudy,50.8,No,No,,5,25
0.5336,Tuesday,Dinner,20.6,47,Rain,65.5,No,Yes,30.0,9,10
0.681,Tuesday,Dinner,18.82,5,Cloudy,47.3,No,Yes,17.0,7,0
0.7611,Tuesday,Dinner,18.62,27,Cloudy,74.0,Yes,No,9.0,6,0
0.7175,Tuesday,Lunch,14.54,29,Clear,73.9,Yes,No,11.0,5,0
0.7244,Thursday,Lunch,13.07,25,Heat,92.4,Yes,No,9.0,7,20
0.7834,Saturday,Lunch,11.59,9,Clear,51.8,No,Yes,24.0,6,0
0.9256,Thursday,Dinner,19.51,30,Clear,78.5,Yes,No,22.0,7,0
0.9669,Thursday,Dinner,20.05,39,Cloudy,61.6,Yes,No,14.0,7,30
0.801,Tuesday,Dinner,19.32,51,Rain,38.7,No,Yes,36.0,10,20
0.8247,Sunday,Brunch,10.42,13,Clear,57.7,Yes,No,10.0,6,10
0.9337,Sunday,Dinner,18.79,37,Clear,71.0,Yes,No,23.0,9,0
0.4385,Tuesday,Lunch,12.14,6,Cloudy,39.4,No,No,11.0,7,0
0.9015,Saturday,Dinner,20.41,12,Rain,47.3,No,Yes,30.0,9,25
0.8778,Saturday,Dinner,19.21,29,Heat,84.8,No,Yes,36.0,10,0
0.7451,Tuesday,Dinner,18.3,16,Cloudy,60.9,Yes,No,22.0,7,0
0.8724,Friday,Lunch,12.84,1,Clear,44.4,No,No,12.0,6,20
0.9468,Friday,Lunch,11.7,40,Clear,79.1,Yes,No,13.0,5,30
0.8781,Thursday,Dinner,17.97,28,Cloudy,66.6,Yes,Yes,18.0,7,15
0.3992,Thursday,Lunch,13.05,45,Rain,39.6,No,Yes,15.0,5,0
0.8461,Saturday,Brunch,11.21,41,Cloudy,54.2,Yes,Yes,15.0,6,0
0.8079,Thursday,Lunch,12.58,14,Clear,66.3,Yes,No,10.0,6,0
0.386,Thursday,Lunch,12.23,35,Rain,70.9,Yes,No,6.0,6,0
0.7412,Friday,Lunch,12.49,20,Cloudy,83.4,Yes,No,13.0,5,0
0.3631,Tuesday,Lunch,13.09,45,Clear,36.1,No,No,18.0,7,0
0.7657,Wednesday,Lunch,13.4,8,Clear,59.0,Yes,No,9.0,5,0
0.8495,Friday,Lunch,13.01,26,Clear,90.5,Yes,No,10.0,6,15
0.4295,Wednesday,Lunch,13.17,10,Cloudy,50.9,No,No,11.0,6,0
0.9062,Saturday,Dinner,21.14,32,Clear,81.7,Yes,No,22.0,8,0
0.7079,Wednesday,Dinner,19.33,28,Cloudy,71.2,No,No,20.0,7,0
0.7214,Saturday,Brunch,9.5,19,Clear,77.9,Yes,No,9.0,5,0
0.864,Monday,Dinner,19.17,7,Clear,50.1,No,No,14.0,8,20
0.2232,Tuesday,Lunch,13.62,33,Cloudy,65.6,No,No,4.0,5,0
0.9494,Friday,Dinner,18.91,18,Clear,61.1,Yes,No,20.0,7,0
0.9606,Saturday,Dinner,17.77,8,Cloudy,55.5,Yes,No,28.0,10,20
0.8273,Friday,Lunch,13.16,34,Clear,76.3,Yes,No,12.0,5,0
0.8192,Thursday,Lunch,11.95,52,Cloudy,35.0,No,No,10.0,6,20
0.5347,Thursday,Dinner,17.52,33,Clear,79.0,No,No,15.0,8,0
0.8628,Tuesday,Lunch,12.07,16,Clear,63.8,No,No,18.0,5,30
0.7459,Saturday,Brunch,12.01,19,Cloudy,69.9,No,No,12.0,7,10
0.9549,Sunday,Dinner,18.49,25,Clear,78.4,Yes,No,22.0,10,5
0.2598,Friday,Lunch,11.95,11,Rain,62.5,No,No,8.0,5,0
0.3685,Sunday,Brunch,11.25,10,Cloudy,53.9,No,No,12.0,7,0
0.9359,Wednesday,Lunch,13.37,21,Clear,66.3,Yes,No,8.0,6,30
0.6073,Saturday,Lunch,12.96,1,Clear,39.0,No,No,19.0,6,0
0.6698,Monday,Lunch,12.79,52,Cloudy,51.4,No,No,7.0,4,25
0.7284,Wednesday,Dinner,18.92,34,Heat,86.8,No,Yes,24.0,8,5
0.7752,Thursday,Lunch,13.07,35,Clear,66.2,Yes,No,12.0,6,5
0.9244,Tuesday,Lunch,12.3,26,Clear,69.1,Yes,No,8.0,5,25
0.5644,Wednesday,Lunch,11.98,49,Clear,49.3,No,No,11.0,6,0
0.9202,Friday,Dinner,17.24,36,Clear,80.8,Yes,Yes,20.0,6,5
0.9398,Wednesday,Dinner,18.92,43,Clear,59.3,Yes,No,22.0,8,10
0.161,Thursday,Lunch,13.05,10,Rain,57.0,No,No,11.0,5,0
0.3213,Monday,Lunch,12.63,52,Cloudy,35.0,No,No,14.0,7,0
0.981,Friday,Lunch,11.31,15,Clear,65.4,No,Yes,17.0,6,30
0.9864,Tuesday,Dinner,19.38,25,Clear,78.0,Yes,Yes,30.0,10,10
0.5795,Saturday,Lunch,12.48,3,Clear,43.1,No,No,13.0,6,0
0.9777,Saturday,Dinner,19.26,16,Clear,78.2,Yes,No,15.0,9,0
0.4185,Sunday,Lunch,12.95,1,Rain,41.2,No,No,,8,0
0.8968,Wednesday,Lunch,11.89,51,Clear,51.7,No,No,15.0,5,30
0.4161,Sunday,Lunch,13.82,38,Heat,80.3,Yes,No,8.0,6,0
0.939,Friday,Dinner,17.58,21,Clear,77.7,Yes,Yes,24.0,7,0
0.7931,Sunday,Lunch,12.45,19,Cloudy,70.5,Yes,No,20.0,6,0
0.6889,Wednesday,Lunch,11.8,9,Cloudy,49.8,No,No,9.0,5,30
0.7665,Friday,Lunch,13.33,34,Cloudy,57.9,No,No,9.0,6,25
0.8501,Saturday,Dinner,18.92,46,Rain,52.5,No,Yes,36.0,8,0
0.9276,Wednesday,Lunch,11.32,21,Cloudy,66.3,Yes,Yes,21.0,6,15
0.7456,Sunday,Dinner,19.29,14,Clear,59.3,No,No,22.0,8,0
0.8554,Friday,Lunch,11.38,34,Cloudy,85.8,Yes,No,6.0,4,30
0.5402,Sunday,Brunch,10.77,51,Clear,54.9,No,No,15.0,7,0
0.7635,Monday,Lunch,12.54,14,Clear,60.7,Yes,No,15.0,6,5
0.1993,Tuesday,Lunch,11.17,18,Rain,77.1,No,No,14.0,6,0
0.4433,Wednesday,Lunch,12.74,45,Clear,51.9,No,No,10.0,4,0
0.5852,Tuesday,Lunch,11.02,4,Cloudy,41.1,Yes,No,8.0,5,10
0.6348,Sunday,Brunch,11.31,9,Clear,40.8,No,No,11.0,5,0
0.7096,Sunday,Brunch,10.05,41,Clear,71.7,Yes,No,15.0,8,0
0.4971,Saturday,Brunch,10.75,51,Clear,37.6,No,No,18.0,7,0
0.4949,Monday,Lunch,12.87,35,Rain,69.6,Yes,No,10.0,6,0
0.6342,Friday,Lunch,12.1,12,Cloudy,56.6,Yes,No,14.0,5,0
0.8302,Saturday,Dinner,17.12,18,Rain,56.1,No,No,27.0,9,25
0.8703,Monday,Lunch,12.14,34,Clear,69.2,Yes,No,16.0,6,10
0.1691,Monday,Lunch,12.03,11,Rain,60.9,No,No,7.0,6,0
0.4042,Monday,Dinner,19.02,41,Rain,62.4,No,No,15.0,7,0
0.882,Thursday,Dinner,18.81,16,Cloudy,68.5,No,No,17.0,7,25
0.9684,Sunday,Dinner,19.64,6,Cloudy,50.2,No,No,31.0,8,25
0.7976,Sunday,Dinner,18.96,41,Cloudy,61.0,No,Yes,30.0,9,0
0.7353,Tuesday,Lunch,13.68,45,Cloudy,54.6,No,No,11.0,4,30
0.4875,Thursday,Lunch,13.84,29,Cloudy,88.9,Yes,No,12.0,6,0
0.4742,Saturday,Brunch,9.5,5,Cloudy,38.9,No,No,15.0,7,0
0.8942,Tuesday,Dinner,20.84,11,Clear,58.1,No,Yes,27.0,9,15
0.2013,Tuesday,Lunch,13.38,43,,70.8,No,No,12.0,6,0
0.945,Sunday,Dinner,18.83,15,Cloudy,74.5,Yes,No,21.0,9,0
0.8386,Tuesday,Lunch,13.46,41,Clear,69.7,Yes,No,10.0,5,0
0.8501,Saturday,Lunch,12.23,10,Cloudy,53.1,No,No,16.0,7,20
0.8387,Sunday,Dinner,16.95,3,Clear,49.1,No,Yes,42.0,11,15
0.8894,Sunday,Dinner,21.07,9,Clear,57.2,Yes,No,26.0,9,0
0.6258,Wednesday,Lunch,12.59,5,Clear,35.0,No,No,12.0,4,15
0.6959,Tuesday,Dinner,18.33,41,Cloudy,62.1,Yes,No,13.0,8,10
0.3426,Wednesday,Lunch,13.41,17,Heat,65.8,No,Yes,16.0,7,0
0.8442,Wednesday,Lunch,13.42,24,Clear,83.3,Yes,No,6.0,6,10
0.6533,Tuesday,Dinner,21.54,24,Cloudy,76.9,Yes,No,12.0,8,0
0.8686,Thursday,Dinner,16.19,28,Clear,73.5,Yes,No,15.0,8,0
0.745,Friday,Dinner,19.47,47,Rain,36.2,No,No,25.0,8,0
0.9056,Saturday,Lunch,11.73,13,Clear,65.2,Yes,No,10.0,7,0
